ID,titulo practica,RUT Companhia,sueldo,modalidad,formato
23662,Practicante en Arte Digital para Publicidad,77516359-3,210737,Trabajo remoto,Jornada de tiempo parcial
90333,Practicante en Estudio de Arquitectura,77516359-3,206846,Trabajo presencial,Jornada de tiempo parcial
47991,Practicante en Derecho Penal,77516359-3,213222,Trabajo presencial,Jornada de tiempo parcial
15599,Practicante en Clínica Odontológica,77516359-3,212570,Trabajo remoto,Jornadas de turnos
54648,Practicante en Odontopediatría,77517883-3,207633,Trabajo remoto,Jornada de tiempo completo
72102,Practicante en Medicina General,77517883-3,214646,Trabajo presencial,Jornadas de turnos
36746,Practicante en Diseño de Packaging,77517883-3,234050,Trabajo presencial,Jornadas de turnos
24157,Practicante en Química Orgánica,77517883-3,221553,Trabajo remoto,Jornadas de turnos
83219,Practicante en Fisioterapia Deportiva,77517883-3,277091,Trabajo remoto,Jornadas flexibles
87643,Practicante en Investigación Social,77517883-3,322268,Trabajo remoto,Jornada de medio tiempo
15817,Practicante en Derecho Corporativo,77517894-9,371561,Trabajo remoto,Jornadas flexibles
4501,Practicante en Derecho Familiar,77517894-9,341687,Trabajo presencial,Jornadas flexibles
28509,Practicante en Arquitectura Sostenible,77517894-9,219625,Trabajo remoto,Jornadas flexibles
33392,Practicante en Jardín Infantil,77517894-9,336839,Trabajo presencial,Jornadas flexibles
52265,Practicante en Urbanismo,77517791-8,203181,Trabajo remoto,Jornadas de turnos
37264,Practicante en Agencia de Diseño,77517884-1,249999,Trabajo remoto,Jornadas flexibles
83541,Practicante en Derecho Corporativo,77517884-1,320635,Trabajo presencial,Jornada de medio tiempo
16052,Practicante en Derecho Corporativo,77518194-K,264478,Trabajo presencial,Jornadas flexibles
57784,Practicante en Sistemas de Control,77518357-8,474570,Trabajo remoto,Jornada de tiempo parcial
82207,Practicante en Derecho Corporativo,77518357-8,295257,Trabajo remoto,Jornada de tiempo parcial
64277,Practicante en Didáctica de la Historia,77518199-0,279927,Trabajo remoto,Jornada de medio tiempo
53039,Practicante en Odontopediatría,77518199-0,491587,Trabajo presencial,Jornada de tiempo parcial
17684,Practicante en Docencia Histórica,77518423-K,231616,Trabajo presencial,Jornada de medio tiempo
2114,Practicante en Edición de Video,77518423-K,227739,Trabajo remoto,Jornada de tiempo parcial
70692,Practicante en Diseño Mecánico,77518073-0,234832,Trabajo presencial,Jornadas flexibles
16232,Practicante en Gestión Escolar,77518073-0,358149,Trabajo presencial,Jornada de medio tiempo
74154,Practicante en Sociología Urbana,77518048-K,222242,Trabajo remoto,Jornadas de turnos
92331,Practicante en Docencia Histórica,77518048-K,258702,Trabajo presencial,Jornadas flexibles
97001,Practicante en Periodoncia,77518542-2,219626,Trabajo remoto,Jornadas de turnos
83407,Practicante en Cirugía,77518789-1,248922,Trabajo presencial,Jornada de medio tiempo
12847,Practicante en Investigación Histórica,77518789-1,201349,Trabajo remoto,Jornada de tiempo parcial
71279,Practicante en Laboratorio Químico,77518789-1,222420,Trabajo remoto,Jornadas flexibles
30945,Practicante en Ginecología,77518789-1,349305,Trabajo remoto,Jornadas de turnos
49644,Practicante en Gestión de Proyectos,77518789-1,305731,Trabajo presencial,Jornada de tiempo completo
63651,Practicante en Agencia de Diseño,77518724-7,378642,Trabajo presencial,Jornadas de turnos
92939,Practicante en Sistemas de Control,77518724-7,312325,Trabajo remoto,Jornada de tiempo parcial
49259,Practicante en Psicología Escolar,77518724-7,319898,Trabajo presencial,Jornada de medio tiempo
19162,Practicante en Medicina General,77518724-7,278524,Trabajo presencial,Jornada de tiempo completo
96852,Practicante en Diseño Editorial,77519366-2,225241,Trabajo presencial,Jornadas flexibles
92945,Practicante en Escuela Primaria,77519366-2,204703,Trabajo remoto,Jornadas de turnos
16049,Practicante en Pediatría,77519366-2,250921,Trabajo remoto,Jornada de medio tiempo
64522,Practicante en Electrónica de Potencia,77519366-2,284392,Trabajo presencial,Jornada de medio tiempo
92690,Practicante en Atención Primaria,77519366-2,295700,Trabajo presencial,Jornadas de turnos
39777,Practicante en Intervención Comunitaria,77519366-2,230654,Trabajo presencial,Jornadas flexibles
19810,Practicante en Agencia de Diseño,77519666-1,370402,Trabajo remoto,Jornada de tiempo completo
63481,Practicante en Pediatría,77519666-1,305448,Trabajo remoto,Jornada de tiempo parcial
11,Practicante en Sociología de la Educación,77519666-1,337368,Trabajo presencial,Jornada de medio tiempo
39645,Practicante en Química Orgánica,77519666-1,252987,Trabajo remoto,Jornada de tiempo completo
40888,Practicante en Derechos Humanos,77519435-9,227079,Trabajo remoto,Jornadas de turnos
25760,Practicante en Pedagogía Inclusiva,77520216-5,221441,Trabajo presencial,Jornada de tiempo parcial
31795,Practicante en Diseño de Interiores,77520216-5,249301,Trabajo presencial,Jornadas de turnos
24019,Practicante en Geofísica,77520216-5,218128,Trabajo presencial,Jornada de tiempo parcial
98573,Practicante en Pedagogía Montessori,77520216-5,234985,Trabajo presencial,Jornada de tiempo completo
32399,Practicante en Calidad,77520216-5,258063,Trabajo presencial,Jornadas flexibles
45793,Practicante en Terapia Respiratoria,77520374-9,229569,Trabajo remoto,Jornada de medio tiempo
27252,Practicante en Ilustración Digital,77520037-5,255839,Trabajo remoto,Jornada de tiempo completo
36055,Practicante en Fisioterapia Deportiva,77520387-0,256290,Trabajo remoto,Jornada de medio tiempo
97038,Practicante en Obras Civiles,77520202-5,419544,Trabajo presencial,Jornadas flexibles
18354,Practicante en Animación y Modelado 3D,77520777-9,267991,Trabajo remoto,Jornadas de turnos
71677,Practicante en Animación y Modelado 3D,77520756-6,259636,Trabajo remoto,Jornada de medio tiempo
31824,Practicante en Fisioterapia Deportiva,77521604-2,211346,Trabajo presencial,Jornadas de turnos
25844,Practicante en Mineralogía,77521694-8,262689,Trabajo presencial,Jornada de medio tiempo
28168,Practicante en Ortodoncia,77521694-8,291469,Trabajo presencial,Jornada de tiempo parcial
71607,Practicante en Asistencia Social,77521694-8,388735,Trabajo remoto,Jornada de medio tiempo
67881,Practicante en Neurorehabilitación,77521694-8,423531,Trabajo presencial,Jornada de tiempo parcial
73693,Practicante en Derecho Penal,77521694-8,237474,Trabajo presencial,Jornadas flexibles
81133,Practicante en Periodoncia,77521694-8,270417,Trabajo presencial,Jornada de medio tiempo
65193,Practicante en Diseño de Packaging,77522458-4,246028,Trabajo remoto,Jornadas de turnos
76832,Practicante en Pedagogía Montessori,77522458-4,260572,Trabajo remoto,Jornada de tiempo parcial
88043,Practicante en Microbiología,77522556-4,216836,Trabajo presencial,Jornadas flexibles
88405,Practicante en Internet de las Cosas,77522469-K,224481,Trabajo presencial,Jornada de medio tiempo
526,Practicante en Diseño de Videojuegos,77522767-2,221991,Trabajo remoto,Jornada de tiempo parcial
14293,Practicante en Docencia Histórica,77522767-2,220118,Trabajo presencial,Jornadas flexibles
60417,Practicante en Ingeniería Estructural,77522767-2,277435,Trabajo remoto,Jornadas de turnos
2495,Practicante en Educación Especial,77522767-2,320510,Trabajo presencial,Jornada de tiempo parcial
94086,Practicante en Laboratorio de Física Aplicada,77522767-2,211626,Trabajo remoto,Jornada de tiempo completo
54746,Practicante en Ginecología,77522767-2,226911,Trabajo presencial,Jornadas flexibles
71425,Practicante en Cirugía,77522767-2,296731,Trabajo presencial,Jornada de medio tiempo
42686,Practicante en Escuela Primaria,77522767-2,235472,Trabajo presencial,Jornadas flexibles
87372,Practicante en Identidad Corporativa,77523181-5,318924,Trabajo remoto,Jornada de tiempo completo
24792,Practicante en Vías y Transporte,77523256-0,289564,Trabajo remoto,Jornada de tiempo parcial
63583,Practicante en Inteligencia Artificial,77523256-0,277175,Trabajo presencial,Jornada de tiempo parcial
6140,Practicante en Mineralogía,77523256-0,206915,Trabajo remoto,Jornada de medio tiempo
73499,Practicante en Odontopediatría,77523256-0,285153,Trabajo remoto,Jornadas de turnos
85380,Practicante en Clínica Odontológica,77523256-0,233340,Trabajo presencial,Jornada de tiempo parcial
18032,Practicante en Educación Artística,77523256-0,229162,Trabajo presencial,Jornada de tiempo parcial
83040,Practicante en Fisioterapia Deportiva,77523256-0,256512,Trabajo presencial,Jornada de medio tiempo
55770,Practicante en Museología,77523256-0,224909,Trabajo presencial,Jornadas flexibles
88915,Practicante en Química Inorgánica,77523256-0,209067,Trabajo remoto,Jornada de medio tiempo
53536,Practicante en Diseño Editorial,77523256-0,201156,Trabajo remoto,Jornadas flexibles
93685,Practicante en Museología,77522985-3,261578,Trabajo remoto,Jornada de medio tiempo
50693,Practicante en Docencia Histórica,77522985-3,257899,Trabajo presencial,Jornadas de turnos
68943,Practicante en Clínica Odontológica,77523282-K,305314,Trabajo remoto,Jornada de tiempo completo
63263,Practicante en Diseño de Videojuegos,77523263-3,251294,Trabajo presencial,Jornada de tiempo parcial
51067,Practicante en Geología Ambiental,77523263-3,246356,Trabajo presencial,Jornada de tiempo completo
33846,Practicante en Psicología Forense,77523263-3,467529,Trabajo remoto,Jornada de tiempo completo
8181,Practicante en Diseño de Interiores,77523263-3,346755,Trabajo remoto,Jornadas flexibles
25992,Practicante en Demografía,77523742-2,369072,Trabajo remoto,Jornada de tiempo parcial
9400,Practicante en Neuropsicología,77523742-2,421367,Trabajo remoto,Jornada de tiempo parcial
6535,Practicante en Animación y Modelado 3D,77523473-3,365278,Trabajo remoto,Jornadas de turnos
53358,Practicante en Urbanismo,77524014-8,203708,Trabajo remoto,Jornada de medio tiempo
87932,Practicante en Vías y Transporte,77524413-5,300010,Trabajo presencial,Jornada de tiempo completo
14481,Practicante en Derecho Familiar,77524413-5,221909,Trabajo remoto,Jornadas de turnos
28621,Practicante en Propiedad Intelectual,77524413-5,342205,Trabajo presencial,Jornadas flexibles
33455,Practicante en Didáctica de la Historia,77524413-5,304500,Trabajo remoto,Jornada de tiempo completo
55290,Practicante en Derecho Penal,77524413-5,276100,Trabajo presencial,Jornada de tiempo completo
50846,Practicante en Laboratorio Biológico,77524413-5,290753,Trabajo presencial,Jornadas flexibles
75432,Practicante en Laboratorio Químico,77524516-6,217163,Trabajo remoto,Jornada de tiempo parcial
20993,Practicante en Museología,77524516-6,220019,Trabajo remoto,Jornada de tiempo parcial
78451,Practicante en Neurorehabilitación,77524516-6,308835,Trabajo remoto,Jornada de tiempo completo
72059,Practicante en Jardín Infantil,77524516-6,307613,Trabajo remoto,Jornadas de turnos
69728,Practicante en Educación Artística,77524516-6,200203,Trabajo presencial,Jornadas flexibles
30922,Practicante en Didáctica de la Historia,77524516-6,309974,Trabajo remoto,Jornada de tiempo completo
66948,Practicante en Laboratorio Biológico,77524238-8,230855,Trabajo remoto,Jornada de tiempo completo
47345,Practicante en Ciberseguridad,77524238-8,240041,Trabajo presencial,Jornada de medio tiempo
14249,Practicante en Diseño de Packaging,77524238-8,242896,Trabajo presencial,Jornadas de turnos
96123,Practicante en Atención Primaria,77524238-8,284448,Trabajo presencial,Jornadas de turnos
76103,Practicante en Urbanismo,77524446-1,221105,Trabajo remoto,Jornadas flexibles
2013,Practicante en Docencia Histórica,77524446-1,262470,Trabajo presencial,Jornada de tiempo parcial
80907,Practicante en Laboratorio de Física Aplicada,77524446-1,210517,Trabajo remoto,Jornadas flexibles
97632,Practicante en Cirugía,77524446-1,258982,Trabajo remoto,Jornadas de turnos
49426,Practicante en Mineralogía,77524446-1,242337,Trabajo remoto,Jornada de tiempo parcial
93212,Practicante en Geofísica,77524446-1,271545,Trabajo remoto,Jornadas de turnos
30435,Practicante en Kinesiología Pediátrica,77524446-1,283530,Trabajo presencial,Jornada de tiempo parcial
43492,Practicante en Ciberseguridad,77524446-1,313459,Trabajo presencial,Jornadas de turnos
28416,Practicante en Odontopediatría,77524446-1,201785,Trabajo remoto,Jornada de tiempo completo
77953,Practicante en Petrología,77524446-1,350966,Trabajo remoto,Jornada de tiempo completo
13684,Practicante en Intervención Comunitaria,77525524-2,219917,Trabajo presencial,Jornadas de turnos
17764,Practicante en Rehabilitación Deportiva,77525524-2,213395,Trabajo remoto,Jornada de tiempo completo
12201,Practicante en Periodoncia,77525524-2,273564,Trabajo remoto,Jornadas flexibles
16904,Practicante en Geofísica,77525524-2,359909,Trabajo presencial,Jornada de tiempo parcial
21590,Practicante en Odontopediatría,77525524-2,251684,Trabajo remoto,Jornada de medio tiempo
71310,Practicante en Laboratorio de Física Aplicada,77525524-2,256518,Trabajo presencial,Jornada de tiempo completo
92049,Practicante en Electrónica de Potencia,77525524-2,276543,Trabajo presencial,Jornada de medio tiempo
73719,Practicante en Estimulación Temprana,77525524-2,346622,Trabajo presencial,Jornada de tiempo parcial
7246,Practicante en Astrofísica,77525524-2,319824,Trabajo remoto,Jornada de medio tiempo
55142,Practicante en Nanotecnología,77525258-8,266121,Trabajo presencial,Jornada de medio tiempo
29046,Practicante en Endodoncia,77525818-7,254544,Trabajo remoto,Jornada de medio tiempo
11384,Practicante en Automatización,77525818-7,207291,Trabajo remoto,Jornada de medio tiempo
16708,Practicante en Automatización,77525969-8,329349,Trabajo presencial,Jornadas flexibles
85131,Practicante en Mineralogía,77525969-8,222776,Trabajo remoto,Jornada de tiempo parcial
11095,Practicante en Escuela Primaria,77525969-8,251806,Trabajo remoto,Jornada de tiempo completo
98998,Practicante en Óptica y Fotónica,77525969-8,296738,Trabajo presencial,Jornada de tiempo completo
96636,Practicante en Diseño de Videojuegos,77525969-8,270157,Trabajo presencial,Jornada de tiempo parcial
38055,Practicante en Hidrología,77525969-8,237169,Trabajo remoto,Jornada de medio tiempo
31219,Practicante en Diseño de Packaging,77525969-8,222563,Trabajo presencial,Jornada de tiempo parcial
29445,Practicante en Petrología,77526213-3,421296,Trabajo presencial,Jornada de medio tiempo
44583,Practicante en Pedagogía Inclusiva,77526213-3,301922,Trabajo remoto,Jornada de medio tiempo
51428,Practicante en Animación y Modelado 3D,77526227-3,226265,Trabajo remoto,Jornada de tiempo parcial
83070,Practicante en Gestión Escolar,77526227-3,234962,Trabajo remoto,Jornadas de turnos
22334,Practicante en Geología Ambiental,77526227-3,303530,Trabajo presencial,Jornada de tiempo parcial
76532,Practicante en Intervención Comunitaria,77526227-3,273782,Trabajo presencial,Jornada de tiempo parcial
34038,Practicante en Redes Eléctricas,77525792-K,255343,Trabajo presencial,Jornadas flexibles
38640,Practicante en Geriatría,77526807-7,254189,Trabajo presencial,Jornada de tiempo parcial
66314,Practicante en Mapeo Geológico,77526483-7,314671,Trabajo presencial,Jornada de medio tiempo
20311,Practicante en Identidad Corporativa,77526529-9,214761,Trabajo remoto,Jornada de tiempo completo
3087,Practicante en Educación Artística,77526529-9,238786,Trabajo remoto,Jornada de tiempo parcial
86721,Practicante en Petrología,77526711-9,238945,Trabajo presencial,Jornadas de turnos
8226,Practicante en Laboratorio de Física Aplicada,77526711-9,228376,Trabajo presencial,Jornadas flexibles
44767,Practicante en Clínica Odontológica,77526896-4,308368,Trabajo presencial,Jornada de tiempo completo
